,date,week,year,seasonNumber,home,away,homeScore,awayScore,homeCoach,awayCoach,homeRecord,awayRecord,roof,surface,awayQB,homeQB,away First Downs,home First Downs,away Rush-Yds-TDs,home Rush-Yds-TDs,away Cmp-Att-Yd-TD-INT,home Cmp-Att-Yd-TD-INT,away Sacked-Yards,home Sacked-Yards,away Net Pass Yards,home Net Pass Yards,away Total Yards,home Total Yards,away Fumbles-Lost,home Fumbles-Lost,away Turnovers,home Turnovers,away Penalties-Yards,home Penalties-Yards,vegas line,over/under
172,December 11,13,1977,58,New York Jets,Buffalo Bills,10,14,Walt Michaels,Jim Ringo,3-10,3-10,outdoors,grass,Joe Ferguson,Richard Todd,26,10,53-174-0,22-57-0,17-32-238-2-1,10-27-145-1-3,3-22,1-5,216,140,390,197,6-2,1-1,3,4,7-94,3-25,,
173,December 11,13,1977,58,Philadelphia Eagles,New York Giants,17,14,Dick Vermeil,John McVay,4-9,5-8,outdoors,astroturf,Joe Pisarcik,Ron Jaworski,15,10,48-153-2,34-121-1,10-16-65-0-2,4-10-33-0-0,0-0,5-46,65,-13,218,108,1-0,3-1,2,1,4-35,5-31,,
174,December 11,13,1977,58,Kansas City Chiefs,Seattle Seahawks,31,34,Jack Patera,,2-11,4-9,outdoors,astroturf,Jim Zorn,Tony Adams,21,21,47-209-3,39-145-2,8-14-133-1-2,15-26-227-1-3,0-0,5-38,133,189,342,334,4-3,2-2,5,5,3-13,5-40,,
175,December 11,13,1977,58,Baltimore Colts,Detroit Lions,10,13,Ted Marchibroda,Tommy Hudspeth,9-4,6-7,outdoors,grass,Gary Danielson,Bert Jones,12,20,27-83-0,35-148-0,17-33-129-0-1,21-38-221-1-2,2-7,2-20,122,201,205,349,1-0,3-2,1,4,5-40,8-79,,
176,December 11,13,1977,58,New Orleans Saints,Tampa Bay Buccaneers,14,33,Hank Stram,John McKay,3-10,1-12,dome,astroturf,Gary Huff,Archie Manning,14,17,48-135-0,28-96-1,8-10-110-1-0,17-33-190-1-6,1-7,5-36,103,154,238,250,2-1,1-1,1,7,11-100,7-57,,
177,December 11,13,1977,58,Chicago Bears,Green Bay Packers,21,10,Jack Pardee,Bart Starr,8-5,3-10,outdoors,astroturf,David Whitehurst,Bob Avellini,16,25,35-161-1,49-234-2,10-24-122-0-0,12-20-128-1-2,1-7,1-14,115,114,276,348,3-1,5-1,1,3,9-80,5-54,,
178,December 11,13,1977,58,Oakland Raiders,Minnesota Vikings,35,13,John Madden,Bud Grant,10-3,8-5,outdoors,grass,Tommy Kramer,Ken Stabler,11,17,20-67-0,57-182-1,16-34-177-1-3,10-15-143-3-0,4-30,2-19,147,124,214,306,5-4,3-3,7,3,4-24,5-50,,
179,December 11,13,1977,58,Denver Broncos,San Diego Chargers,17,9,Red Miller,Tommy Prothro,12-1,7-6,outdoors,grass,Dan Fouts,Craig Morton,17,20,23-64-0,32-156-1,24-41-276-0-2,15-27-182-1-3,2-16,4-40,260,142,324,298,1-1,2-0,3,3,7-40,8-66,,
180,December 11,13,1977,58,Los Angeles Rams,Atlanta Falcons,23,7,Chuck Knox,Leeman Bennett,10-3,6-7,outdoors,grass,Steve Bartkowski,Pat Haden,10,20,23-64-0,46-265-2,15-28-230-1-1,15-25-152-1-1,7-81,2-31,149,121,213,386,5-1,4-2,2,3,5-35,3-30,,
181,December 12,13,1977,58,San Francisco 49ers,Dallas Cowboys,35,42,Ken Meyer,Tom Landry,5-8,11-2,outdoors,astroturf,Roger Staubach,Jim Plunkett,24,19,45-183-3,35-93-1,14-19-220-3-0,16-30-278-4-0,2-5,1-9,215,269,398,362,3-0,1-0,0,0,4-30,5-38,,
182,December 17,14,1977,58,Washington Redskins,Los Angeles Rams,17,14,George Allen,Chuck Knox,9-5,10-4,outdoors,grass,Pat Haden,Billy Kilmer,20,17,29-194-0,40-133-0,15-34-134-2-1,12-21-144-2-2,3-35,3-26,99,118,293,251,1-0,0-0,1,2,6-39,7-49,,
183,December 17,14,1977,58,Miami Dolphins,Buffalo Bills,31,14,Don Shula,Jim Ringo,10-4,3-11,outdoors,grass,Joe Ferguson,Bob Griese,24,18,26-103-1,42-238-2,25-40-331-1-3,10-14-210-2-1,0-0,0-0,331,210,434,448,3-1,1-0,4,1,3-20,6-27,,
184,December 17,14,1977,58,Detroit Lions,Minnesota Vikings,21,30,Tommy Hudspeth,Bud Grant,6-8,9-5,dome,astroturf,Bob Lee,Gary Danielson,18,14,52-194-2,21-50-0,11-16-206-2-0,11-30-153-1-2,1-7,3-31,199,122,393,172,1-1,1-1,1,3,5-46,2-10,,
185,December 18,14,1977,58,New York Giants,Chicago Bears,9,12,John McVay,Jack Pardee,5-9,9-5,outdoors,astroturf,Bob Avellini,Joe Pisarcik,13,20,37-112-1,53-253-0,17-26-186-0-1,12-33-121-0-2,3-14,1-4,172,117,284,370,8-1,3-1,2,3,3-15,4-31,,
186,December 18,14,1977,58,Philadelphia Eagles,New York Jets,27,0,Dick Vermeil,Walt Michaels,5-9,3-11,outdoors,astroturf,Richard Todd,Ron Jaworski,11,16,23-86-0,45-161-3,13-30-100-0-3,9-16-144-0-0,7-36,2-20,64,124,150,285,4-1,3-2,4,2,3-18,7-35,,
187,December 18,14,1977,58,Tampa Bay Buccaneers,St. Louis Cardinals,17,7,John McKay,Don Coryell,2-12,7-7,outdoors,grass,Jim Hart,Gary Huff,17,11,37-134-1,39-108-1,16-29-162-0-2,7-12-171-1-1,0-0,0-0,162,171,296,279,2-2,1-0,4,1,7-46,1-5,,
188,December 18,14,1977,58,Atlanta Falcons,New Orleans Saints,35,7,Leeman Bennett,Hank Stram,7-7,3-11,outdoors,grass,Archie Manning,Steve Bartkowski,17,22,37-135-0,49-236-3,11-19-159-1-2,9-17-108-2-0,3-25,0-0,134,108,269,344,5-3,3-1,5,1,5-40,7-75,,
189,December 18,14,1977,58,Dallas Cowboys,Denver Broncos,14,6,Tom Landry,Red Miller,12-2,12-2,outdoors,astroturf,Norris Weese,Roger Staubach,12,15,24-98-0,42-112-0,12-27-112-0-1,15-20-160-2-1,4-32,1-10,80,150,178,262,1-0,2-1,1,2,5-35,5-35,,
190,December 18,14,1977,58,Houston Oilers,Cincinnati Bengals,21,16,Bum Phillips,Bill Johnson,8-6,8-6,dome,astroturf,Ken Anderson,Dan Pastorini,17,21,28-109-0,49-150-1,11-29-169-1-0,10-21-190-1-0,5-37,1-8,132,182,241,332,2-2,4-3,2,3,11-105,11-103,,
191,December 18,14,1977,58,Green Bay Packers,San Francisco 49ers,16,14,Bart Starr,Ken Meyer,4-10,5-9,outdoors,grass,Jim Plunkett,David Whitehurst,20,19,34-117-1,32-103-0,17-29-202-1-3,17-22-219-1-0,2-7,0-0,195,219,312,322,1-0,2-0,3,0,5-30,11-85,,
192,December 18,14,1977,58,Seattle Seahawks,Cleveland Browns,20,19,Jack Patera,,5-9,6-8,dome,astroturf,Terry Luck,Jim Zorn,23,21,51-259-1,32-191-2,7-17-109-1-4,10-24-132-1-2,1-8,0-0,101,132,360,323,2-1,0-0,5,2,9-104,12-86,,
193,December 18,14,1977,58,San Diego Chargers,Pittsburgh Steelers,9,10,Tommy Prothro,Chuck Noll,7-7,9-5,outdoors,grass,Terry Bradshaw,Dan Fouts,13,14,40-89-1,30-68-1,12-25-192-0-1,12-22-157-0-3,0-0,6-50,192,107,281,175,2-1,4-1,2,4,6-57,1-15,,
194,December 18,14,1977,58,Oakland Raiders,Kansas City Chiefs,21,20,John Madden,,11-3,2-12,outdoors,grass,Tony Adams,Mike Rae,15,25,31-155-1,48-242-1,14-26-180-0-4,10-16-117-1-1,0-0,4-38,180,79,335,321,3-2,4-4,6,5,9-61,6-55,,
195,December 18,14,1977,58,Baltimore Colts,New England Patriots,30,24,Ted Marchibroda,Chuck Fairbanks,10-4,9-5,outdoors,grass,Steve Grogan,Bert Jones,17,24,35-166-1,36-172-1,11-25-129-1-2,19-30-340-3-0,3-25,4-29,104,311,270,483,0-0,0-0,2,0,9-60,3-35,,
196,December 24,Division,1977,58,Baltimore Colts,Oakland Raiders,31,37,Ted Marchibroda,John Madden,10-5,12-3,outdoors,grass,Ken Stabler,Bert Jones,28,22,47-167-2,50-187-2,21-40-345-3-2,12-26-164-0-0,2-21,6-50,324,114,491,301,4-2,1-0,4,0,7-65,8-82,Oakland Raiders -3.0,
197,December 24,Division,1977,58,Denver Broncos,Pittsburgh Steelers,34,21,Red Miller,Chuck Noll,13-2,9-6,outdoors,grass,Terry Bradshaw,Craig Morton,18,15,39-127-2,37-103-2,19-37-177-1-3,11-23-164-2-0,0-0,1-9,177,155,304,258,2-1,3-1,4,1,10-67,3-20,Denver Broncos -2.0,
198,December 26,Division,1977,58,Dallas Cowboys,Chicago Bears,37,7,Tom Landry,Jack Pardee,13-2,9-6,outdoors,astroturf,Bob Avellini,Roger Staubach,15,20,27-81-0,48-233-3,15-25-177-1-4,8-14-134-1-1,3-34,2-2,143,132,224,365,3-3,2-2,7,3,4-43,3-35,Dallas Cowboys -10.0,
199,December 26,Division,1977,58,Los Angeles Rams,Minnesota Vikings,7,14,Chuck Knox,Bud Grant,10-5,10-5,outdoors,grass,Bob Lee,Pat Haden,14,14,49-144-2,29-149-0,5-10-57-0-0,14-32-130-1-3,1-12,1-12,45,118,189,267,1-0,1-0,0,3,7-50,2-15,Los Angeles Rams -8.0,
200,January 1,ConfChamp,1978,58,Denver Broncos,Oakland Raiders,20,17,Red Miller,John Madden,14-2,12-4,outdoors,grass,Ken Stabler,Craig Morton,20,16,36-94-0,37-91-1,17-35-215-2-1,10-20-224-2-1,1-11,1-7,204,217,298,308,2-2,0-0,3,1,2-6,8-46,Oakland Raiders -4.0,
201,January 1,ConfChamp,1978,58,Dallas Cowboys,Minnesota Vikings,23,6,Tom Landry,Bud Grant,14-2,10-6,outdoors,astroturf,Bob Lee,Roger Staubach,12,16,30-66-0,39-170-2,14-31-158-0-1,12-23-165-1-1,2-10,2-7,148,158,214,328,5-3,1-1,4,2,5-32,5-84,Dallas Cowboys -11.0,
202,January 15,SuperBowl,1978,58,Dallas Cowboys,Denver Broncos,27,10,Tom Landry,Red Miller,15-2,14-3,dome,astroturf,Roger Staubach,Craig Morton,11,17,29-121-1,38-143-1,8-25-61-0-4,19-28-217-2-0,4-26,5-35,35,182,156,325,4-4,6-2,8,2,8-60,12-94,Dallas Cowboys -6.0,39.0 (under)
